NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
kota tangerang,benda,35.314,55.584,39.43,8.372,Built-up,0.208,0.098,37.68,2022,10,0,-6.13,106.6657,POINT (684323.4810239893 9322138.7442283),5328.597405249021
jakarta timur,pulogadung,78.86,126.34,38.11,10.47,Built-up,0.159,0.136,38.721,2021,2,0,-6.1932,106.889,POINT (709017.0180168492 9315066.794047423),13227.55428941965
jakarta barat,cengkareng,50.504,99.531,38.35,5.286,Built-up,0.195,0.059,37.199,2022,1,0,-6.1515,106.7369,POINT (692196.9632976495 9319736.00340036),12066.94807942627
jakarta selatan,setiabudi,39.801,51.49,36.11,17.99,Built-up,0.322,0.133,38.655,2024,4,0,-6.2196,106.83,POINT (702476.389662439 9312169.867268426),17320.37319924328
bogor,parung,45.697,79.277,34.41,104.116,Tree cover,0.503,0.338,40.834,2022,2,0,-6.4349,106.7128,POINT (689426.6526209877 9288402.857118463),31745.54743346826
tangerang,sukamulya,24.347,41.136,31.43,14.287,Cropland,0.567,0.136,38.169,2021,3,0,-6.1604,106.4362,POINT (658912.7338967702 9318850.649445914),17248.96747962622
bekasi,cikarangtimur,8.669,34.074,33.61,15.164,Cropland,0.53,0.085,26.012,2020,8,0,-6.2885,107.209,POINT (744396.6780989647 9304387.603264712),6480.645464023057
bekasi,sukakarya,55.745,85.655,34.93,5.911,Cropland,0.39,0.05,38.008,2022,11,0,-6.1449,107.1856,POINT (741872.187536306 9320283.833941432),5778.952879677177
depok,beji,82.923,138.194,37.67,78.676,Built-up,0.364,0.279,41.387,2021,11,0,-6.3731,106.819,POINT (701199.7852767789 9295197.252122458),18577.35084631599
bekasi,kedungwaringin,78.194,113.419,34.1,10.722,Cropland,0.393,0.076,39.567,2021,11,0,-6.2516,107.2483,POINT (748764.3824361147 9308451.194605043),2885.724015271498
jakarta timur,matraman,39.575,72.411,38.4,12.702,Built-up,0.224,0.132,37.662,2022,2,0,-6.2036,106.8645,POINT (706301.1134282572 9313926.134618105),14792.832206005345
depok,bojongsari,44.303,72.538,38.44,87.016,Built-up,0.494,0.265,40.384,2022,3,0,-6.3943,106.7378,POINT (692207.5670240467 9292883.63010859),27775.7078295501
bogor,citeureup,63.408,118.419,29.78,229.087,Tree cover,0.563,2.772,39.829,2020,1,0,-6.525,106.8924,POINT (709259.061347842 9278367.410039168),25968.762920690384
tangerang,mauk,46.491,81.171,30.26,3.228,Cropland,0.464,0.07,38.84,2024,4,0,-6.058,106.5207,POINT (668296.586346192 9330148.235797534),12691.774259179509
kota tangerang,cibodas,19.895,47.439,36.33,19.751,Built-up,0.309,0.128,36.677,2021,6,0,-6.2058,106.608,POINT (677911.5369416502 9313775.838005653),5060.167197846576
tangerang,gunungkaler,37.873,59.174,31.96,8.194,Cropland,0.504,0.068,37.684,2022,10,0,-6.0957,106.3742,POINT (652069.5520153408 9326022.848388338),24750.374204487278
jakarta timur,makasar,6.696,22.824,35.14,25.658,Built-up,0.427,0.16,37.467,2023,7,0,-6.2663,106.8911,POINT (709220.4965244518 9306980.93591846),9357.070442527127
bogor,citeureup,56.411,82.766,34.15,229.087,Tree cover,0.645,2.772,39.874,2020,3,0,-6.525,106.8924,POINT (709259.061347842 9278367.410039168),25968.762920690384
depok,sukmajaya,42.31,67.707,38.71,88.001,Built-up,0.394,0.34,40.559,2022,3,0,-6.3973,106.8436,POINT (703912.1289661278 9292511.072068147),17557.73193509745
kota tangerang,neglasari,42.302,71.687,33.97,11.542,Built-up,0.426,0.072,38.154,2024,3,0,-6.1429,106.6302,POINT (680389.7178841371 9320724.24707491),1931.4784710891356
depok,limo,21.584,61.881,32.82,73.923,Built-up,0.449,0.284,37.636,2024,7,0,-6.3686,106.7808,POINT (696974.8454233266 9295709.678361736),22335.15284599352
jakarta selatan,pesanggrahan,24.93,55.988,38.3,23.82,Built-up,0.323,0.178,38.908,2020,11,0,-6.2504,106.7587,POINT (694573.7103721007 9308790.34471611),17546.88618215219
bekasi,cibarusah,56.869,103.724,29.5,52.034,Cropland,0.539,0.394,37.51,2024,12,0,-6.434,107.1108,POINT (733461.4746382552 9288337.678069357),9374.299225464703
jakarta utara,penjaringan,11.22,26.437,34.47,3.083,Built-up,0.285,0.074,35.029,2020,7,0,-6.115,106.7639,POINT (695198.8561999453 9323762.907350171),15829.156569766958
bogor,dramaga,22.464,63.552,30.67,248.285,Tree cover,0.626,1.71,34.941,2023,7,0,-6.5888,106.7298,POINT (691249.0271289409 9271376.144020798),41347.17393036368
jakarta selatan,cilandak,29.279,58.047,38.73,37.329,Built-up,0.382,0.193,36.146,2020,9,0,-6.2927,106.7933,POINT (698386.8964305667 9304099.18495587),19707.881123161744
kota bekasi,jatiasih,29.663,99.106,39.04,39.466,Built-up,0.344,0.259,39.61,2022,9,0,-6.3072,106.9524,POINT (715988.0312857247 9302432.285078252),2204.481517311396
bogor,caringin,114.804,211.947,28.6,765.651,Tree cover,0.562,4.954,37.697,2023,11,0,-6.7366,106.866,POINT (706250.7211116689 9254974.847519254),46362.32308333035
bekasi,karangbahagia,34.17,48.009,32.95,10.334,Cropland,0.536,0.08,38.019,2024,4,0,-6.2172,107.197,POINT (743101.3525686461 9312280.629798936),8166.496582903672
bogor,parungpanjang,46.322,74.252,32.5,65.388,Tree cover,0.696,0.569,41.939,2020,3,0,-6.3768,106.5551,POINT (672000.9071531394 9294883.550906416),24816.12758868164
bogor,sukajaya,99.031,182.665,25.44,847.126,Tree cover,0.676,5.604,38.099,2020,11,0,-6.6313,106.4705,POINT (662559.865223167 9266768.390494455),54456.41643331791
kota bekasi,rawalumbu,44.458,73.79,37.97,27.96,Built-up,0.189,0.131,39.514,2024,12,0,-6.2812,106.9942,POINT (720625.0314596968 9305290.61433063),1022.5795833735152
tangerang,mauk,22.013,59.391,30.83,3.228,Cropland,0.511,0.07,35.292,2022,7,0,-6.058,106.5207,POINT (668296.586346192 9330148.235797534),12691.774259179509
jakarta pusat,menteng,16.482,47.271,34.72,10.741,Built-up,0.334,0.099,36.736,2023,5,0,-6.1958,106.8353,POINT (703072.1142042511 9314800.085389337),17980.816403635337
bogor,tenjolaya,28.542,57.826,27.78,736.012,Tree cover,0.754,6.928,35.582,2021,7,0,-6.6537,106.708,POINT (688813.4066388673 9264206.963037157),48456.60676562059
bekasi,cikarangutara,16.574,33.887,36.38,17.902,Built-up,0.378,0.13,31.882,2020,7,0,-6.2754,107.1556,POINT (738491.8676292902 9305861.400529686),4805.7551362756185
jakarta timur,cakung,17.935,42.348,39.52,7.969,Built-up,0.307,0.102,37.438,2023,4,0,-6.1885,106.9409,POINT (714763.7618073723 9315565.917541238),8394.30821638322
bekasi,sukakarya,33.722,55.82,31.94,5.911,Cropland,0.551,0.05,37.659,2022,10,0,-6.1449,107.1856,POINT (741872.187536306 9320283.833941432),5778.952879677177
kota tangerang,cibodas,58.434,109.283,42.15,19.751,Built-up,0.25,0.128,38.259,2021,11,0,-6.2058,106.608,POINT (677911.5369416502 9313775.838005653),5060.167197846576
bogor,rumpin,116.607,197.951,32.51,152.23,Tree cover,0.649,1.981,40.673,2022,11,0,-6.4596,106.6311,POINT (680379.8728586448 9285700.900116798),33035.42646131968
tangerang,mauk,54.284,95.979,27.18,3.228,Cropland,0.212,0.07,37.618,2024,12,0,-6.058,106.5207,POINT (668296.586346192 9330148.235797534),12691.774259179509
jakarta utara,penjaringan,41.093,56.501,35.53,3.083,Built-up,0.215,0.074,38.481,2024,11,0,-6.115,106.7639,POINT (695198.8561999453 9323762.907350171),15829.156569766958
depok,beji,16.552,77.027,37.49,78.676,Built-up,0.41,0.279,35.429,2020,8,0,-6.3731,106.819,POINT (701199.7852767789 9295197.252122458),18577.35084631599
depok,bojongsari,72.206,121.021,36.66,87.016,Built-up,0.44,0.265,40.927,2022,10,0,-6.3943,106.7378,POINT (692207.5670240467 9292883.63010859),27775.7078295501
tangerang,panongan,29.19,90.601,32.46,36.953,Tree cover,0.576,0.192,39.337,2023,5,0,-6.2789,106.5262,POINT (668835.4818942363 9305719.085884267),16160.953799400004
tangerang,rajeg,24.115,64.797,30.79,8.659,Cropland,0.532,0.105,35.841,2024,6,0,-6.1163,106.5103,POINT (667127.3255612871 9323704.616820605),9663.439969200155
tangerang,sukadiri,33.349,87.361,32.73,4.864,Cropland,0.363,0.063,37.087,2023,1,0,-6.0699,106.559,POINT (672532.4991978505 9328820.273373086),9381.4951165674
tangerang,teluknaga,18.589,30.477,33.09,3.313,Permanent water bodies,0.351,0.071,37.68,2022,10,0,-6.0499,106.6582,POINT (683520.520663746 9330999.424135901),12646.67299075649
jakarta barat,tamansari,17.361,32.672,38.52,6.894,Tree cover,0.141,0.061,36.954,2021,5,0,-6.1481,106.8184,POINT (701219.5509876118 9320082.032510081),21092.274705241645
jakarta selatan,pancoran,10.311,19.214,37.07,25.372,Built-up,0.311,0.19,37.651,2021,7,0,-6.2553,106.8436,POINT (703967.8326256706 9308216.238014292),14744.299657789503
bekasi,cabangbungin,12.14,20.498,32.77,3.757,Cropland,0.441,0.053,34.359,2021,7,0,-6.0781,107.1363,POINT (736443.1699495724 9327695.18179819),1122.561031192947
jakarta timur,jatinegara,2.934,8.195,41.0,18.159,Built-up,0.221,0.126,33.061,2023,10,0,-6.2273,106.8774,POINT (707719.6564290033 9311299.840610106),12207.747681903671
tangerang,sepatan,28.42,63.726,38.47,8.849,Built-up,0.332,0.052,37.598,2020,11,0,-6.1183,106.5801,POINT (674852.5136246679 9323461.243499467),3544.064934256312
kota bekasi,pondokmelati,34.985,58.379,41.76,38.409,Built-up,0.409,0.242,40.559,2022,3,0,-6.3095,106.9282,POINT (713308.9188346117 9302187.86123476),4892.660507847839
jakarta selatan,pancoran,40.849,83.931,38.54,25.372,Built-up,0.235,0.19,39.542,2023,11,0,-6.2553,106.8436,POINT (703967.8326256706 9308216.238014292),14744.299657789503
kota tangerang,neglasari,21.457,60.617,36.31,11.542,Built-up,0.375,0.072,36.156,2021,9,0,-6.1429,106.6302,POINT (680389.7178841371 9320724.24707491),1931.4784710891356
jakarta timur,jatinegara,9.078,26.121,35.94,18.159,Built-up,0.273,0.126,36.884,2024,5,0,-6.2273,106.8774,POINT (707719.6564290033 9311299.840610106),12207.747681903671
kota bekasi,pondokgede,15.744,43.835,37.61,24.987,Built-up,0.314,0.142,35.845,2024,9,0,-6.2691,106.9299,POINT (713513.5474314995 9306655.607312337),5079.67381764552
jakarta pusat,cempakaputih,62.067,125.789,40.09,8.401,Built-up,0.166,0.095,38.225,2024,1,0,-6.1809,106.8681,POINT (706708.4137041899 9316435.368835382),15876.494561289335
bekasi,cibitung,8.204,22.026,34.03,14.027,Cropland,0.451,0.106,34.313,2024,5,0,-6.2357,107.1004,POINT (732399.4594658929 9310277.682899047),6824.616386632358
kota bogor,bogortimur,70.782,115.755,34.57,322.856,Built-up,0.206,1.429,38.585,2023,2,0,-6.6207,106.8264,POINT (701919.7668698041 9267809.954431932),38542.49095066408
tangerang,kronjo,18.6,24.64,30.58,4.048,Cropland,0.503,0.069,37.732,2022,6,0,-6.0703,106.4282,POINT (658053.8304056993 9328815.962244237),20031.100360387132
depok,cinere,49.128,84.814,33.37,54.274,Built-up,0.429,0.287,40.999,2020,4,0,-6.3315,106.7894,POINT (697940.5749984542 9299809.522316754),20441.49532242224
tangerang selatan,ciputat,46.697,80.589,34.95,44.431,Built-up,0.412,0.212,41.237,2020,4,0,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
bekasi,cikarangselatan,36.556,69.477,37.64,41.443,Built-up,0.338,0.306,39.054,2021,12,0,-6.3385,107.1279,POINT (735397.3020834865 9298893.914565234),2541.0916104610096
bogor,klapanunggal,28.731,65.036,31.49,203.856,Tree cover,0.643,3.061,37.316,2022,8,0,-6.483,106.9553,POINT (716235.0304553448 9282986.36391989),18955.348694296346
kota bogor,bogortimur,55.409,125.878,35.14,322.856,Built-up,0.518,1.429,37.578,2021,4,0,-6.6207,106.8264,POINT (701919.7668698041 9267809.954431932),38542.49095066408
bogor,kemang,66.984,128.263,32.2,143.048,Tree cover,0.654,0.625,40.063,2020,5,0,-6.5025,106.7345,POINT (691801.7678516274 9280918.616258861),34237.87272950079
jakarta timur,matraman,60.317,126.999,35.73,12.702,Built-up,0.122,0.132,38.069,2023,2,0,-6.2036,106.8645,POINT (706301.1134282572 9313926.134618105),14792.832206005345
kota bekasi,mustikajaya,13.262,57.64,36.79,32.768,Built-up,0.438,0.179,26.656,2020,8,0,-6.3076,107.0166,POINT (723092.9459239478 9302360.994251292),4593.738239883044
bogor,tajurhalang,54.086,89.286,36.13,128.261,Tree cover,0.448,0.34,40.384,2020,12,0,-6.469,106.7596,POINT (694591.0433916766 9284613.970919622),29751.598382470256
bogor,cariu,50.108,96.37,30.66,143.845,Tree cover,0.666,2.107,38.242,2024,3,0,-6.5273,107.1371,POINT (736328.1880440568 9278004.76808565),18418.769634786255
jakarta barat,kembangan,20.047,48.221,37.81,10.349,Built-up,0.367,0.126,37.324,2021,4,0,-6.1982,106.7418,POINT (692722.4442272573 9314569.538759),13251.8651234009
bogor,sukamakmur,94.762,169.226,28.89,641.209,Tree cover,0.638,5.807,34.854,2023,11,0,-6.5936,107.0201,POINT (723354.9422609193 9270724.600625796),26675.11592262897
bogor,cigombong,81.925,141.483,29.97,688.475,Tree cover,0.563,4.624,38.104,2020,11,0,-6.7461,106.8128,POINT (700364.6219837447 9253946.311583566),51644.24892956076
bogor,ciomas,119.206,215.607,34.39,268.719,Built-up,0.44,1.946,37.676,2023,11,0,-6.6095,106.762,POINT (694802.0995304857 9269074.352392815),40996.34590325677
tangerang selatan,ciputat,67.534,118.987,36.52,44.431,Built-up,0.412,0.212,42.136,2024,4,0,-6.3082,106.7277,POINT (691121.9064705233 9302409.452644506),19714.870207297878
depok,beji,39.901,84.575,38.68,78.676,Built-up,0.427,0.279,40.708,2023,4,0,-6.3731,106.819,POINT (701199.7852767789 9295197.252122458),18577.35084631599
tangerang,sukadiri,49.136,99.39,35.75,4.864,Cropland,0.506,0.063,38.259,2021,11,0,-6.0699,106.559,POINT (672532.4991978505 9328820.273373086),9381.4951165674
bekasi,babelan,19.307,39.55,33.2,3.768,Cropland,0.539,0.07,37.305,2022,4,0,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
bogor,tanjungsari,30.651,104.656,27.4,362.528,Tree cover,0.794,5.549,36.058,2023,5,0,-6.6115,107.1406,POINT (736675.57655031 9268688.898746451),16851.47349112464
kota bogor,bogorutara,118.013,315.565,36.74,209.387,Built-up,0.442,0.831,36.596,2022,9,0,-6.5708,106.8196,POINT (701187.8757428378 9273331.62192505),33975.94445292864
kota tangerang,karawaci,12.755,34.791,35.27,16.788,Built-up,0.347,0.102,34.958,2023,7,0,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
jakarta timur,makasar,39.424,84.251,38.4,25.658,Built-up,0.461,0.16,40.32,2020,5,0,-6.2663,106.8911,POINT (709220.4965244518 9306980.93591846),9357.070442527127
jakarta barat,kalideres,18.843,52.694,38.64,5.258,Built-up,0.304,0.071,37.33,2021,4,0,-6.1346,106.7039,POINT (688550.2228950483 9321616.745360969),8842.964113360542
bekasi,tambelang,15.794,34.972,31.28,5.555,Cropland,0.587,0.072,37.119,2023,4,0,-6.167,107.1273,POINT (735407.6489284397 9317865.198347053),8533.102034508252
jakarta barat,kalideres,26.792,46.462,38.62,5.258,Built-up,0.278,0.071,37.059,2022,3,0,-6.1346,106.7039,POINT (688550.2228950483 9321616.745360969),8842.964113360542
kota bekasi,bantargebang,23.791,66.148,36.58,46.555,Built-up,0.442,0.262,32.268,2024,9,0,-6.3385,106.9912,POINT (720268.7821834637 9298953.978672836),4303.545702186925
kota bekasi,jatiasih,38.364,83.594,37.12,39.466,Built-up,0.477,0.259,41.007,2020,5,0,-6.3072,106.9524,POINT (715988.0312857247 9302432.285078252),2204.481517311396
bekasi,cikarangbarat,80.262,102.623,35.95,29.644,Built-up,0.337,0.174,34.987,2024,11,0,-6.2973,107.0941,POINT (731674.8920802455 9303466.519225938),2009.7836201752816
tangerang,pasarkemis,18.013,50.062,32.92,14.061,Built-up,0.4,0.127,34.437,2024,7,0,-6.1589,106.5525,POINT (671784.5670640204 9318980.49029591),4483.128381059916
depok,cimanggis,41.069,80.069,36.75,74.634,Built-up,0.409,0.278,41.151,2024,3,0,-6.3677,106.8694,POINT (706778.6144930704 9295774.56855103),13361.016117227131
tangerang,sepatan,18.077,36.957,33.2,8.849,Built-up,0.397,0.052,35.281,2021,8,0,-6.1183,106.5801,POINT (674852.5136246679 9323461.243499467),3544.064934256312
kota tangerang,tangerang,53.681,90.455,39.23,17.193,Built-up,0.162,0.112,37.717,2021,1,0,-6.1888,106.6406,POINT (681525.2226296525 9315644.76685823),3417.4577635056903
bogor,citeureup,50.051,76.462,32.03,229.087,Tree cover,0.645,2.772,37.941,2021,5,0,-6.525,106.8924,POINT (709259.061347842 9278367.410039168),25968.762920690384
jakarta pusat,joharbaru,36.093,70.906,39.67,8.969,Built-up,0.179,0.076,37.844,2023,3,0,-6.1821,106.8546,POINT (705213.6381132025 9316307.877614168),17094.209263304983
jakarta pusat,joharbaru,13.716,32.819,40.36,8.969,Built-up,0.17,0.076,38.252,2023,11,0,-6.1821,106.8546,POINT (705213.6381132025 9316307.877614168),17094.209263304983
jakarta selatan,tebet,21.59,67.578,41.21,17.948,Built-up,0.179,0.137,36.758,2022,9,0,-6.2289,106.8509,POINT (704786.0077270272 9311133.23593243),14789.805582125391
jakarta timur,ciracas,45.375,69.205,35.73,53.48,Built-up,0.298,0.263,41.497,2024,2,0,-6.3339,106.8784,POINT (707788.0364956328 9299509.302393299),10877.117567142148
tangerang,solear,24.025,102.214,32.16,39.539,Tree cover,0.601,0.297,30.918,2020,8,0,-6.3069,106.4215,POINT (657242.2280987693 9302655.53437493),25731.55559888663
tangerang selatan,pamulang,18.203,44.892,37.87,59.039,Built-up,0.362,0.233,39.847,2023,12,0,-6.3395,106.7391,POINT (692371.8016329615 9298943.679788008),23303.604597002428
bekasi,tambunselatan,1.19,1.464,39.77,20.065,Built-up,0.311,0.152,17.106,2023,9,0,-6.2571,107.0543,POINT (727287.2976012785 9307930.668430027),4492.642917669313
bogor,leuwisadeng,37.373,88.377,28.59,306.672,Tree cover,0.725,4.096,35.554,2022,7,0,-6.5736,106.5877,POINT (675539.4795806959 9273109.272910288),45767.841587389434
tangerang,solear,48.776,103.685,32.02,39.539,Tree cover,0.581,0.297,35.199,2021,9,0,-6.3069,106.4215,POINT (657242.2280987693 9302655.53437493),25731.55559888663
jakarta selatan,jagakarsa,65.335,98.661,39.11,57.304,Built-up,0.268,0.27,40.561,2020,1,0,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
jakarta barat,kebonjeruk,14.29,40.033,34.59,10.059,Built-up,0.268,0.118,34.955,2024,7,0,-6.1895,106.7691,POINT (695747.2113887263 9315521.715112217),15923.617522528884
bekasi,tambunutara,43.233,64.372,28.65,8.214,Built-up,0.394,0.091,38.819,2024,2,0,-6.1927,107.0611,POINT (728067.7648345209 9315051.227006018),1908.953130701525
bekasi,cikarangpusat,19.481,65.855,36.49,34.68,Built-up,0.419,0.347,30.55,2021,9,0,-6.3596,107.1836,POINT (741552.1237435958 9296534.160016172),8816.405016944904
bekasi,babelan,33.49,50.882,33.78,3.768,Cropland,0.365,0.07,39.068,2020,3,0,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
kota bekasi,bekasiselatan,13.276,30.565,36.67,22.99,Built-up,0.306,0.103,36.752,2020,7,0,-6.2582,106.9778,POINT (718819.5272935444 9307841.485476589),1231.1882393600404
kota bekasi,bekasiutara,1.054,1.286,39.58,13.259,Built-up,0.275,0.12,21.771,2023,9,0,-6.2074,107.0064,POINT (722006.403838044 9313448.460254326),1974.3997921613877
tangerang selatan,setu,17.955,33.458,33.54,54.164,Tree cover,0.548,0.359,37.024,2021,8,0,-6.3637,107.0373,POINT (725359.5351104357 9296146.739579484),3971.5363466737367
bekasi,cibitung,20.512,62.007,35.02,14.027,Cropland,0.493,0.106,36.639,2021,4,0,-6.2357,107.1004,POINT (732399.4594658929 9310277.682899047),6824.616386632358
bogor,jonggol,9.419,12.848,31.17,186.743,Tree cover,0.636,2.153,24.574,2023,8,0,-6.4961,107.0456,POINT (726219.4565490088 9281497.929332044),15539.59088720551
tangerang selatan,serpong,51.453,81.382,37.57,42.596,Built-up,0.25,0.214,40.48,2024,12,0,-6.3113,106.6807,POINT (685920.0734051475 9302083.624957776),17651.81944332039
kota tangerang,karawaci,42.42,77.946,39.15,16.788,Built-up,0.27,0.102,37.552,2022,2,0,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
jakarta selatan,kebayoranlama,39.07,55.485,38.76,25.395,Built-up,0.197,0.143,39.243,2024,12,0,-6.2495,106.7801,POINT (696942.3798246027 9308881.915358907),19491.85789866234
bekasi,cibarusah,49.473,66.776,30.57,52.034,Cropland,0.661,0.394,38.949,2024,2,0,-6.434,107.1108,POINT (733461.4746382552 9288337.678069357),9374.299225464703
jakarta utara,pademangan,12.484,35.346,33.14,3.198,Built-up,0.328,0.104,34.955,2024,7,0,-6.1301,106.8381,POINT (703407.0675308041 9322065.354628334),21431.903305743668
tangerang,kresek,21.753,41.436,30.84,11.706,Cropland,0.582,0.093,33.673,2021,8,0,-6.1444,106.4044,POINT (655398.0733484727 9320629.220777035),20720.277403296248
bogor,sukamakmur,41.614,104.901,28.03,641.209,Tree cover,0.779,5.807,37.348,2021,4,0,-6.5936,107.0201,POINT (723354.9422609193 9270724.600625796),26675.11592262897
bogor,cibungbulang,66.303,114.583,27.27,236.566,Tree cover,0.474,1.249,37.845,2024,12,0,-6.5761,106.661,POINT (683644.9422195104 9272806.480901984),45706.29499225704
kota tangerang,tangerang,57.833,123.114,38.47,17.193,Built-up,0.128,0.112,38.005,2023,2,0,-6.1888,106.6406,POINT (681525.2226296525 9315644.76685823),3417.4577635056903
