NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
kota bogor,tanahsareal,46.691,84.075,36.58,184.459,Built-up,0.362,0.639,37.591,2023,1,1,-6.5468,106.7855,POINT (697425.7808965042 9275999.536474949),33858.11161332596
bekasi,sukatani,47.869,89.013,31.13,9.292,Cropland,0.338,0.08,38.402,2024,1,1,-6.1918,107.1559,POINT (738562.8764925648 9315109.104454987),11890.650799605062
Lebak,sajira,58.517,99.247,27.1,132.172,Tree Cover,0.575,1.334,38.796,2020,1,1,-6.475,106.3369,POINT (647834.013121244 9284092.909935044),45822.676274285564
Labuhanbatu,pangkatan,54.238,93.861,29.96,11.686,Unknown,0.677,0.134,37.604,2024,10,1,2.1862,100.0169,POINT (-54795.89907640964 10242564.061643302),524.7311671081959
Serang,cinangka,65.855,111.648,28.09,119.68,Unknown,0.643,2.324,36.678,2020,1,1,-6.18,105.8865,POINT (598079.6407945739 9316816.088050026),63035.37152639823
Cianjur,cianjur,47.644,112.753,28.53,490.817,Built-Up,0.525,2.128,37.86,2023,3,1,-6.8189,107.1307,POINT (735480.6733003693 9245750.988730626),17708.24241356356
Karawang,batujaya,37.609,103.46,30.81,2.773,Unknown,0.296,0.054,37.67,2023,1,1,-6.0511,107.1953,POINT (742988.4211882423 9330655.8238414),3001.7848271739626
Pandeglang,labuan,96.181,203.43,30.07,17.762,Unknown,0.531,0.504,38.778,2021,12,1,-6.3706,105.8363,POINT (592491.6459065463 9295753.317874791),83149.91534525417
Bintan,bintanutara,73.447,180.433,29.4,21.246,Unknown,0.633,0.516,23.56,2023,1,1,1.0812,104.2555,POINT (417168.0961237351 10119515.383427288),50151.99510209797
Aceh Jaya,setiabakti,77.35,99.794,26.83,368.43,Unknown,0.609,3.806,38.064,2023,11,1,4.8045,95.6418,POINT (-542308.8650801915 10538232.00020504),36189.84516090719
Aceh Utara,matangkuli,48.927,66.292,30.010000000000005,12.256,Unknown,0.156,0.091,33.835,2022,10,1,5.0298,97.275,POINT (-358894.2659414025 10561058.202648738),23856.15887822351
Kampar,tapunghulu,72.133,124.126,28.09,46.756,Tree Cover,0.59,0.263,33.409,2024,1,1,0.7684,100.8201,POINT (34507.60457451863 10085159.35447382),12450.562964009223
jakarta timur,jatinegara,20.193,48.768,39.17,18.159,Built-up,0.28,0.126,37.312,2021,4,1,-6.2273,106.8774,POINT (707719.6564290033 9311299.840610106),12207.747681903671
bekasi,cikarangutara,77.271,127.3,30.61,17.902,Built-up,0.223,0.13,39.664,2021,2,1,-6.2754,107.1556,POINT (738491.8676292902 9305861.400529686),4805.7551362756185
tangerang selatan,serpongutara,18.748,51.507,34.95,26.59,Built-up,0.435,0.18,36.818,2022,7,1,-6.2536,106.663,POINT (683981.818278725 9308470.900669519),10986.71035211639
Asahan,tinggiraja,63.58,130.194,28.27,56.529,Tree Cover,0.782,0.382,33.091,2020,11,1,2.8324,99.54,POINT (-107746.24975498044 10314502.093695857),15273.433768359884
jakarta barat,kalideres,68.471,118.009,39.42,5.258,Built-up,0.21,0.071,37.386,2020,1,1,-6.1346,106.7039,POINT (688550.2228950483 9321616.745360969),8842.964113360542
Aceh Utara,cotgirek,61.61,81.2,28.06,123.871,Unknown,0.373,1.745,39.289,2022,10,1,4.872,97.3409,POINT (-351727.8246432347 10543372.263322445),10079.096385650613
Aceh Tenggara,babussalam,65.77,82.638,22.285,194.297,Tree Cover,0.47,2.987,38.588,2022,11,1,3.4886,97.8058,POINT (-301167.2419066605 10388672.837924432),569.7498259646796
kota bogor,bogorbarat,134.315,355.32,36.62,207.937,Built-up,0.425,0.658,36.643,2022,9,1,-6.5732,106.7655,POINT (695203.374773531 9273087.620121403),37521.125409426124
Lebong,binginkuning,60.79,90.825,27.44,463.029,Tree Cover,0.725,3.622,33.963,2024,4,1,-3.174,102.2842,POINT (198146.821579292 9648777.708141811),559.5761024704606
Serang,padarincang,38.893,66.251,27.17,186.162,Tree Cover,0.551,2.897,37.97,2024,2,1,-6.2076,105.9684,POINT (607136.0533021495 9313748.881012674),68321.64049983714
Kota Medan,medansunggal,43.84,69.163,38.27,28.109,Built-Up,0.382,0.108,33.778,2024,8,1,3.5806,98.6271,POINT (-209231.4267663717 10398240.136453852),1753.4763654667086
Asahan,seidadap,61.177,133.788,30.78,21.325,Unknown,0.743,0.146,31.597,2021,8,1,2.9414,99.6463,POINT (-95822.0592146879 10326547.544251606),16179.58872899272
Karawang,telukjambetimur,71.135,146.155,31.79,27.576,Unknown,0.375,0.335,42.334,2020,2,1,-6.3413,107.2894,POINT (753270.7619457496 9298508.039323842),2210.0023319914144
Lima Puluh Kota,guguak,46.878,63.487,26.65,633.516,Unknown,0.791,3.196,33.052,2020,11,1,-0.1409,100.5267,POINT (1725.325264583982 9984378.408488175),4230.535600686792
Kampar,tambang,93.683,143.518,28.86,28.722,Tree Cover,0.59,0.215,38.434,2023,12,1,0.3727,101.308,POINT (88894.97720055538 10041280.802985847),1246.341658781412
Aceh Utara,matangkuli,21.978,42.172,33.62,12.256,Unknown,0.592,0.091,31.553,2021,4,1,5.0298,97.275,POINT (-358894.2659414025 10561058.202648738),23856.15887822351
Serang,kopo,24.411,49.747,30.67,25.577,Tree Cover,0.614,0.195,37.076,2024,5,1,-6.2851,106.3766,POINT (652280.9178462957 9305079.392006729),28196.550972233563
Sarolangun,limun,36.059,51.408,28.01,235.31,Tree Cover,0.737,2.297,32.354,2024,9,1,-2.5693,102.5162,POINT (223804.4761728184 9715744.748006409),882.605188222201
jakarta timur,cipayung,33.62,50.104,39.51,48.413,Built-up,0.326,0.257,39.122,2020,10,1,-6.3253,106.9036,POINT (710580.1393884851 9300450.335044367),7931.638767859615
Lebak,cimarga,44.581,75.558,25.82,79.069,Tree Cover,0.432,0.893,37.693,2020,12,1,-6.4532,106.222,POINT (635132.2137457614 9286535.315445175),53002.59295072023
Kampar,kamparkiri,60.628,102.729,29.0,96.188,Tree Cover,0.702,1.446,38.945,2024,11,1,-0.0083,101.1168,POINT (67563.64754846873 9999080.475309076),1438.5766564698272
Aceh Jaya,teunom,104.965,240.282,28.28,185.542,Unknown,0.776,2.643,31.309,2021,3,1,4.5602,95.9162,POINT (-511843.17261567735 10510467.890590442),64033.27606797058
Kota Serang,taktakan,29.549,79.804,29.64,99.867,Tree Cover,0.675,1.431,35.397,2021,9,1,-6.1311,106.1076,POINT (622555.372746217 9322176.789676055),53595.789269484
Mesuji,rawajituutara,39.695,70.8,29.07,5.481,Unknown,0.623,0.088,33.371,2022,6,1,-4.1424,105.6528,POINT (572453.3574454272 9542102.518298564),11477.70024600477
Bireuen,makmur,33.902,60.314,29.6,60.334,Tree Cover,0.596,0.618,41.27,2022,11,1,5.1425,96.8539,POINT (-405860.6318867736 10574217.74758217),49676.818640780046
bogor,klapanunggal,49.001,96.027,32.16,203.856,Tree cover,0.686,3.061,40.209,2020,5,1,-6.483,106.9553,POINT (716235.0304553448 9282986.36391989),18955.348694296346
Cianjur,campaka,114.344,247.91,26.21,897.963,Tree Cover,0.748,4.18,31.584,2022,9,1,-7.0052,107.1122,POINT (733343.7080396381 9225151.554502876),28479.97164570599
Aceh Selatan,kluettengah,61.777,92.827,21.11,1206.326,Tree Cover,0.617,10.498,37.686,2023,11,1,3.4275,97.3563,POINT (-351569.74700883357 10382257.669653019),42894.87646516502
Serang,padarincang,73.132,194.268,29.41,186.162,Tree Cover,0.734,2.897,36.279,2021,9,1,-6.2076,105.9684,POINT (607136.0533021495 9313748.881012674),68321.64049983714
jakarta timur,jatinegara,40.03,103.039,39.54,18.159,Built-up,0.183,0.126,37.33,2023,1,1,-6.2273,106.8774,POINT (707719.6564290033 9311299.840610106),12207.747681903671
bogor,ciseeng,75.577,126.089,27.06,99.044,Tree cover,0.528,0.396,41.504,2024,1,1,-6.4556,106.6785,POINT (685624.6468194757 9286126.220945511),33082.73298210639
bekasi,pebayuran,77.92,119.996,28.95,7.055,Cropland,0.136,0.061,39.609,2021,2,1,-6.1593,107.2485,POINT (748829.8599142763 9318661.94999992),3347.519744588326
kota bogor,bogortengah,100.499,179.609,37.86,250.378,Built-up,0.355,0.88,38.22,2022,10,1,-6.5932,106.7986,POINT (698856.2972596044 9270862.620638829),37288.018195978104
Aceh Jaya,setiabakti,86.482,143.735,26.79,368.43,Unknown,0.634,3.806,38.257,2022,10,1,4.8045,95.6418,POINT (-542308.8650801915 10538232.00020504),36189.84516090719
Pringsewu,pringsewu,20.478,42.555,30.29,116.905,Tree Cover,0.609,0.547,36.573,2024,5,1,-5.3567,104.957,POINT (495235.9334482453 9407906.242229108),2668.4617581269026
tangerang,kelapadua,60.938,110.692,27.07,27.206,Built-up,0.178,0.146,38.338,2020,1,1,-6.2426,106.6094,POINT (678054.0782210224 9309705.8035857),9085.381898240525
Nagan Raya,darulmakmur,64.036,118.196,28.37,134.831,Tree Cover,0.781,2.249,35.475,2022,11,1,3.9663,96.5488,POINT (-441580.1506015742 10443232.294254446),4715.860297810358
bekasi,cibitung,34.269,72.795,34.66,14.027,Cropland,0.477,0.106,37.112,2020,5,1,-6.2357,107.1004,POINT (732399.4594658929 9310277.682899047),6824.616386632358
Aceh Utara,sawang,38.744,67.385,25.13,372.75,Unknown,0.601,3.034,41.272,2022,11,1,5.0476,96.8855,POINT (-402457.3622436072 10563577.207170563),38542.79789888025
Solok Selatan,sangirjujuan,56.922,114.727,26.66,417.885,Tree Cover,0.545,3.12,38.943,2023,12,1,-1.4247,101.3147,POINT (89759.77684533241 9842199.14175048),2173.238051121097
kota tangerang,pinang,19.056,52.868,34.97,19.041,Built-up,0.423,0.132,35.44,2022,7,1,-6.2153,106.6662,POINT (684349.320318603 9312705.342189066),7393.150323882488
Padang Pariaman,batanggasan,51.822,97.694,28.62,58.778,Tree Cover,0.663,1.143,31.051,2024,10,1,-0.4372,100.0143,POINT (-55473.640092005255 9951491.486421106),17107.31093887698
Serang,pamarayan,36.89,71.545,29.96,24.16,Tree Cover,0.573,0.228,38.14,2023,3,1,-6.2778,106.3018,POINT (644007.0317739185 9305907.74358522),35122.464463433025
Aceh Tenggara,bambel,53.355,120.078,26.03,848.137,Unknown,0.704,11.361,38.384,2021,8,1,3.439,97.9022,POINT (-290417.8877507815 10383065.702987965),6308.213916414235
Lima Puluh Kota,larehsagohalaban,60.176,99.947,26.52,716.023,Tree Cover,0.771,5.663,36.132,2024,5,1,-0.2943,100.7616,POINT (27944.76896751451 9967381.197163062),733.1937807295039
jakarta selatan,cilandak,34.864,76.387,38.76,37.329,Built-up,0.253,0.193,41.41,2022,12,1,-6.2927,106.7933,POINT (698386.8964305667 9304099.18495587),19707.881123161744
Kota Binjai,binjaikota,45.034,92.779,30.703333333333333,36.799,Tree Cover,0.425,0.149,34.539,2024,11,1,3.6001,98.4771,POINT (-225980.70512343093 10400527.922018727),1392.349337246752
Pandeglang,sobang,133.223,240.018,18.57,45.873,Unknown,0.401,0.565,38.855,2024,12,1,-6.6058,105.7804,POINT (586268.9036991053 9269760.63030887),103009.18584570778
Aceh Utara,bandabaro,65.06,114.341,32.09,38.396,Tree Cover,0.495,0.742,41.542,2022,12,1,5.187,96.9689,POINT (-392925.2329048945 10579020.98684768),52992.61386766619
Tapanuli Tengah,sarudik,65.866,143.154,28.23,317.217,Tree Cover,0.823,6.515,38.478,2020,1,1,1.7375,98.841,POINT (-186359.0989685373 10193168.361799086),50468.70957236662
kota tangerang,periuk,32.899,60.957,38.39,12.531,Built-up,0.347,0.129,37.295,2022,4,1,-6.1675,106.5943,POINT (676408.0661041676 9318015.826213932),1964.1830459442085
Sukabumi,lengkong,46.149,69.09,25.62,619.089,Tree Cover,0.805,3.357,34.284,2024,6,1,-7.1137,106.6849,POINT (686079.7001177091 9213343.063123632),76078.64677678097
jakarta selatan,tebet,76.586,122.266,36.65,17.948,Built-up,0.145,0.137,38.721,2021,2,1,-6.2289,106.8509,POINT (704786.0077270272 9311133.23593243),14789.805582125391
kota bekasi,mustikajaya,80.256,125.464,38.33,32.768,Built-up,0.283,0.179,39.852,2021,2,1,-6.3076,107.0166,POINT (723092.9459239478 9302360.994251292),4593.738239883044
tangerang,jayanti,38.385,57.501,32.68,18.626,Tree cover,0.63,0.144,38.992,2020,3,1,-6.2068,106.3983,POINT (654704.8523938915 9313731.09135909),22349.199143457023
Deli Serdang,tanjungmorawa,24.971,36.054,32.53,26.548,Unknown,0.65,0.255,36.793,2023,9,1,3.5319,98.8065,POINT (-189223.57911885495 10392687.70137905),13580.34315516397
Karawang,tirtajaya,16.972,32.472,29.2,1.909,Unknown,0.662,0.043,35.366,2021,5,1,-6.0295,107.2533,POINT (749421.3060942951 9333019.058491586),7913.339623429478
Lampung Selatan,ketapang,33.406,58.486,28.59,26.641,Tree Cover,0.578,0.736,41.35,2024,2,1,-5.7417,105.7715,POINT (585423.3417339288 9365290.80363458),13333.14938890769
Kepulauan Mentawai,siberutselatan,11.472,27.744,23.8,96.178,Unknown,0.536,1.694,28.788,2023,9,1,-1.529,99.0577,POINT (-162189.86738169868 9830080.387627961),157521.39500524878
Bengkulu Tengah,talangempat,68.653,96.04,29.14,46.394,Tree Cover,0.807,0.831,32.246,2022,6,1,-3.8088,102.3813,POINT (209142.50801455544 9578565.176273143),660.2675432102578
Samosir,palipi,52.926,77.604,22.92,1274.034,Tree Cover,0.681,3.592,40.509,2023,11,1,2.528,98.819,POINT (-188466.11218704225 10281064.586690221),33511.57702947897
Indragiri Hilir,keritang,53.309,92.414,29.38,13.114,Tree Cover,0.674,0.162,34.789,2022,11,1,-0.6971,102.8419,POINT (259817.99239364325 9922894.414104097),1185.94738925333
Aceh Utara,lhoksukon,16.98,40.567,31.83,12.599,Tree Cover,0.666,0.191,33.75,2023,9,1,5.0299,97.3594,POINT (-349454.45876622584 10560957.69639741),15052.204964707445
Aceh Barat,johanpahlawan,46.307,141.64,30.17,15.09,Tree Cover,0.733,0.286,32.79125,2021,12,1,4.1892,96.1194,POINT (-489519.8010159469 10468676.98865446),43759.39825360286
Aceh Tenggara,lawesumur,42.282,61.856,26.99,894.787,Unknown,0.754,9.483,37.87,2024,8,1,3.4784,97.8848,POINT (-292332.5093157091 10387469.091067405),6925.6603935846815
Simeulue,telukdalam,67.891,82.166,27.4,58.48,Tree Cover,0.533,1.93,38.341,2023,10,1,2.6369,96.1448,POINT (-488277.7833336502 10294993.726387452),27022.857161307442
depok,cilodong,73.299,123.083,37.51,106.017,Built-up,0.309,0.295,41.65,2020,2,1,-6.4303,106.8379,POINT (703268.3825380037 9288863.5387525),20374.375232838367
Mandailing Natal,sinunukan,55.365,89.589,29.97,28.915,Unknown,0.819,0.413,40.739,2020,1,1,0.4711,99.2422,POINT (-141765.71274340572 10052336.533225546),3271.3466480626776
bogor,bojonggede,49.23,103.38,35.09,133.589,Built-up,0.52,0.293,40.087,2021,4,1,-6.4774,106.7927,POINT (698249.3971265776 9283672.161110383),27588.09739031981
kota bekasi,jatiasih,77.208,118.444,37.4,39.466,Built-up,0.291,0.259,41.613,2021,2,1,-6.3072,106.9524,POINT (715988.0312857247 9302432.285078252),2204.481517311396
Pasaman,lubuksikaping,46.859,90.61,24.89,856.235,Tree Cover,0.292,7.855,31.834,2023,10,1,0.1534,100.1275,POINT (-42844.44249268761 10017017.22160704),2630.706103137296
Aceh Tamiang,bandamulia,15.788,39.914,29.36,2.759,Unknown,0.653,0.076,31.447,2022,1,1,4.4445,98.1422,POINT (-262635.2843300706 10494810.37743681),4079.771668284853
Serdang Bedagai,tebingtinggi,53.7,118.922,29.87,27.333,Tree Cover,0.59,0.208,32.282,2020,11,1,3.3382,99.148,POINT (-151216.67197485 10370917.24286422),54303.82432680069
Aceh Besar,leupung,40.983,101.664,25.14,623.639,Tree Cover,0.754,9.189,35.252,2022,8,1,5.3449,95.3097,POINT (-578729.8025039139 10599348.559781082),11534.016809439789
Tanggamus,semaka,28.614,97.543,28.09,275.773,Unknown,0.774,5.769,32.884,2020,8,1,-5.4899,104.4655,POINT (440793.68359612767 9393156.065187624),3397.635777656782
Serang,cikeusal,42.943,107.534,31.01,31.242,Tree Cover,0.648,0.298,35.205,2021,9,1,-6.214,106.2536,POINT (638691.0193211834 9312975.064554296),38103.163595964914
Ogan Komering Ulu Selatan,buaypemaca,56.507,76.024,29.16,489.372,Tree Cover,0.619,2.942,32.093,2023,3,1,-4.723,104.2273,POINT (414305.2715577716 9477907.153460963),828.7987830887685
bekasi,muaragembong,27.877,42.829,30.44,1.597,Permanent water bodies,0.41,0.046,39.059,2020,3,1,-6.0033,107.0499,POINT (726907.5824106361 9336005.983079774),1374.27421523576
Serang,kramatwatu,64.491,115.606,27.298,15.027,Cropland,0.312,0.574,37.348,2020,1,1,-6.0399,106.113,POINT (623173.7215156374 9332258.902837913),54306.51922498924
kota tangerang,cipondoh,54.575,99.841,39.23,11.897,Built-up,0.196,0.115,38.16,2024,1,1,-6.1862,106.683,POINT (686218.8184356558 9315917.62335792),6706.636304784527
Kerinci,danaukerinci,46.53,82.562,24.73,1271.297,Unknown,0.488,7.757,34.446,2023,3,1,-2.0322,101.5812,POINT (119584.06487565715 9774977.061574494),5760.9351928763035
Aceh Tenggara,badar,58.582,86.566,22.62,1249.289,Unknown,0.799,10.854,38.148,2024,10,1,3.5893,97.8203,POINT (-299456.7377894962 10399879.06548045),6413.241636177331
Serang,cikande,38.976,69.385,32.13,17.595,Unknown,0.428,0.161,38.126,2020,5,1,-6.1913,106.3541,POINT (649818.125857512 9315457.682461308),26709.842772758162
Nias Utara,lotu,77.75,186.424,26.23,77.914,Unknown,0.457,1.763,38.966,2023,11,1,1.4213,97.3627,POINT (-352121.6753048996 10158511.735410765),101556.66034921788
Kampar,siakhulu,57.72,101.886,28.16,21.914,Unknown,0.541,0.249,35.591,2024,1,1,0.3506,101.5506,POINT (115941.66237648047 10038822.64578725),317.0895931603112
Kota Medan,medanselayang,24.434,55.95,38.59,34.843,Unknown,0.428,0.212,33.431,2022,3,1,3.5526,98.6339,POINT (-208493.15447919106 10395120.694413168),2488.0775476117215
Aceh Tenggara,lawesumur,58.733,107.902,24.24,894.787,Unknown,0.506,9.483,38.415,2023,11,1,3.4784,97.8848,POINT (-292332.5093157091 10387469.091067405),6925.6603935846815
Pidie,glumpangtiga,40.735,101.295,29.83,117.377,Tree Cover,0.692,2.596,36.452,2024,11,1,5.2126,96.0267,POINT (-498451.0540013936 10583312.506444875),30988.381838190282
bogor,tamansari,133.251,332.219,30.52,715.585,Tree cover,0.514,6.987,36.776,2022,9,1,-6.6564,106.7458,POINT (692992.262812293 9263893.753955958),46307.84986100699
Kota Serang,kasemen,67.104,108.486,27.26,7.1,Unknown,0.503,0.113,39.324,2021,2,1,-6.0585,106.1851,POINT (631149.502677852 9330185.539597996),46069.86063614425
bekasi,sukawangi,81.382,132.806,28.78,3.12,Cropland,0.1,0.044,39.649,2021,2,1,-6.1187,107.091,POINT (731409.7841978112 9323223.812568711),3715.811230023272
Ogan Komering Ulu Selatan,sungaiare,54.419,69.88,25.18,786.57,Tree Cover,0.769,5.143,35.024,2022,11,1,-4.4749,103.466,POINT (329800.8641713278 9505201.2115374),253.14470521817216
Cianjur,cikadu,82.518,144.419,26.26,678.704,Tree Cover,0.695,4.41,31.69,2024,12,1,-7.3127,107.2553,POINT (748993.3331242586 9191059.002069734),44631.670069280684
Sijunjung,tanjunggadang,27.281,48.956,26.61,528.145,Tree Cover,0.599,4.869,37.299,2020,2,1,-0.8509,101.1378,POINT (69953.0573019142 9905734.418198384),15141.59605623983
bogor,sukajaya,70.345,110.042,25.74,847.126,Tree cover,0.706,5.604,38.512,2020,5,1,-6.6313,106.4705,POINT (662559.865223167 9266768.390494455),54456.41643331791
Pesawaran,waylima,62.643,89.571,29.58,170.164,Unknown,0.733,1.791,33.94,2024,4,1,-5.4305,105.0232,POINT (502570.06942846935 9399748.51869562),4998.317994601577
Sukabumi,curugkembar,82.381,157.955,27.79,413.832,Tree Cover,0.613,2.954,38.949,2024,12,1,-7.1958,106.9468,POINT (714975.523690186 9204148.419996161),55299.61532562052
Bireuen,samalanga,90.933,209.09,23.39,779.354,Unknown,0.68,6.655,35.507,2023,1,1,5.0837,96.3657,POINT (-460636.7461879122 10568367.345328445),67006.31217989646
jakarta timur,kramatjati,18.436,44.663,36.25,30.295,Built-up,0.311,0.152,39.596,2021,6,1,-6.2763,106.8654,POINT (706372.2660835763 9305885.107926365),11949.418069149126
bogor,parungpanjang,60.568,97.696,28.39,65.388,Tree cover,0.52,0.569,41.546,2024,1,1,-6.3768,106.5551,POINT (672000.9071531394 9294883.550906416),24816.12758868164
Padang Pariaman,sungaigeringging,41.795,82.738,27.77,266.807,Tree Cover,0.767,2.937,32.309,2023,5,1,-0.4366,100.1058,POINT (-45254.10524429323 9951564.789198773),15887.543506069267
Aceh Tamiang,karangbaru,59.913,73.552,22.97,21.583,Tree Cover,0.607,0.375,34.086,2022,10,1,4.3432,98.0421,POINT (-273926.8770040212 10483635.406342536),4464.54520441382
bogor,gunungputri,36.481,76.031,35.84,81.462,Built-up,0.37,0.389,40.535,2023,1,1,-6.4052,106.9313,POINT (713612.4642136961 9291601.658223456),12052.618439842345
Aceh Timur,nurussalam,47.592,69.692,28.71,29.403,Tree Cover,0.329,0.315,39.209,2022,10,1,4.9747,97.6594,POINT (-315985.0408555246 10554419.306388376),9790.247544903592
Serang,cinangka,74.581,126.042,27.57,119.68,Unknown,0.654,2.324,38.304,2024,3,1,-6.18,105.8865,POINT (598079.6407945739 9316816.088050026),63035.37152639823
Ogan Komering Ulu Timur,bungamayang,46.61,80.956,29.65,123.837,Tree Cover,0.751,0.597,35.973,2023,4,1,-4.3788,104.2408,POINT (415762.5427525735 9515958.970334155),1411.6921160465754
Tanggamus,limau,69.928,140.716,25.3,313.289,Unknown,0.737,4.948,40.521,2022,9,1,-5.5557,104.8146,POINT (479465.8523753708 9385905.716270037),18435.66268532578
bekasi,cabangbungin,26.933,62.116,31.97,3.757,Cropland,0.384,0.053,38.953,2021,12,1,-6.0781,107.1363,POINT (736443.1699495724 9327695.18179819),1122.561031192947
Ogan Komering Ulu Selatan,buaysandangaji,35.237,76.439,27.15,280.484,Tree Cover,0.797,1.409,36.729,2024,5,1,-4.5421,103.8761,POINT (375320.27092933207 9497854.08161519),1245.2598759826415
jakarta timur,kramatjati,38.983,65.274,38.42,30.295,Built-up,0.261,0.152,40.715,2020,4,1,-6.2763,106.8654,POINT (706372.2660835763 9305885.107926365),11949.418069149126
Kerinci,batangmerangin,36.926,54.296,23.17,919.562,Unknown,0.697,5.787,33.145,2024,5,1,-2.1302,101.6749,POINT (130045.05745459319 9764148.441715777),71.09065817794871
jakarta timur,kramatjati,58.998,111.741,40.08,30.295,Built-up,0.273,0.152,40.986,2024,1,1,-6.2763,106.8654,POINT (706372.2660835763 9305885.107926365),11949.418069149126
jakarta timur,ciracas,82.932,144.449,39.24,53.48,Built-up,0.288,0.263,41.387,2021,11,1,-6.3339,106.8784,POINT (707788.0364956328 9299509.302393299),10877.117567142148
Aceh Utara,lhoksukon,41.872,60.385,31.12,12.599,Tree Cover,0.605,0.191,33.122,2022,2,1,5.0299,97.3594,POINT (-349454.45876622584 10560957.69639741),15052.204964707445
Sukabumi,pabuaran,139.206,194.499,28.01,504.043,Unknown,0.471,3.033,39.675,2021,11,1,-7.1925,106.7872,POINT (697347.2843839729 9204585.38394323),69907.52452550082
bekasi,cikarangtimur,69.443,145.34,29.23,15.164,Cropland,0.295,0.085,39.386,2020,2,1,-6.2885,107.209,POINT (744396.6780989647 9304387.603264712),6480.645464023057
Bengkulu Tengah,pondokkubang,68.258,147.691,29.85,53.152,Tree Cover,0.793,0.514,32.469,2022,8,1,-3.7003,102.3524,POINT (205893.97803000914 9590561.18096769),2869.0434006625715
Deli Serdang,namorambe,42.594,100.644,30.69,119.675,Tree Cover,0.773,0.782,31.81,2023,10,1,3.4421,98.6383,POINT (-208085.0439721028 10382827.649691802),5249.505900573662
Seluma,lubuksandi,47.285,92.894,26.97,412.71,Unknown,0.74,4.245,32.613,2022,12,1,-3.9104,102.5417,POINT (227001.7985984602 9567376.99312697),4161.098339492361
Serang,kopo,67.544,114.338,28.38,25.577,Tree Cover,0.58,0.195,39.367,2021,2,1,-6.2851,106.3766,POINT (652280.9178462957 9305079.392006729),28196.550972233563
bogor,klapanunggal,54.514,74.644,31.81,203.856,Tree cover,0.632,3.061,38.192,2020,10,1,-6.483,106.9553,POINT (716235.0304553448 9282986.36391989),18955.348694296346
kota tangerang,cipondoh,16.245,45.64,33.91,11.897,Built-up,0.32,0.115,34.437,2024,7,1,-6.1862,106.683,POINT (686218.8184356558 9315917.62335792),6706.636304784527
kota bekasi,mustikajaya,22.077,48.928,34.28,32.768,Built-up,0.5,0.179,35.973,2021,6,1,-6.3076,107.0166,POINT (723092.9459239478 9302360.994251292),4593.738239883044
Pandeglang,sindangresmi,126.379,240.664,18.57,30.933,Tree Cover,0.492,0.447,38.868,2024,12,1,-6.5436,105.919,POINT (601604.1881461862 9276611.228827532),86296.30708569697
jakarta timur,cipayung,43.344,70.02,36.09,48.413,Built-up,0.481,0.257,40.999,2020,4,1,-6.3253,106.9036,POINT (710580.1393884851 9300450.335044367),7931.638767859615
Lima Puluh Kota,luak,34.231,69.674,27.95,770.779,Tree Cover,0.65,5.396,31.104,2024,10,1,-0.2689,100.6787,POINT (18693.18049618014 9970193.162616024),5061.350251629755
Bungo,tanahtumbuh,59.692,73.499,26.45,131.797,Tree Cover,0.589,0.797,34.207,2021,1,1,-1.4822,101.88,POINT (152764.92445700563 9835927.26806222),456.2402333048029
Kepulauan Mentawai,siberutselatan,65.607,117.585,25.12,96.178,Unknown,0.71,1.694,31.9,2024,8,1,-1.529,99.0577,POINT (-162189.86738169868 9830080.387627961),157521.39500524878
Aceh Jaya,panga,50.0,80.39,27.66,230.01,Unknown,0.847,3.313,32.842,2021,7,1,4.6413,95.8098,POINT (-523678.4929096999 10519701.164884191),52992.1676934002
Rokan Hulu,rambah,50.906,75.492,28.41,215.068,Unknown,0.673,2.955,36.97,2023,10,1,0.8262,100.2607,POINT (-27917.131641037064 10091635.364989161),4050.1522128938927
Mandailing Natal,panyabunganutara,62.538,89.18,29.27,559.011,Unknown,0.688,5.799,38.79,2020,4,1,0.9312,99.5524,POINT (-107022.92743305862 10103395.734744748),4112.766087287511
Aceh Tenggara,babussalam,60.142,113.647,28.3,194.297,Tree Cover,0.587,2.987,38.431,2023,11,1,3.4886,97.8058,POINT (-301167.2419066605 10388672.837924432),569.7498259646796
Nagan Raya,darulmakmur,68.061,96.195,26.83,134.831,Tree Cover,0.442,2.249,36.216,2022,10,1,3.9663,96.5488,POINT (-441580.1506015742 10443232.294254446),4715.860297810358
bogor,cigombong,41.449,72.683,24.71,688.475,Tree cover,0.683,4.624,37.929,2022,6,1,-6.7461,106.8128,POINT (700364.6219837447 9253946.311583566),51644.24892956076
Padang Pariaman,nansabaris,24.415,58.242,29.48,19.238,Unknown,0.601,0.277,29.775,2023,9,1,-0.653,100.1911,POINT (-35709.06556358514 9927567.174827745),11997.48984268405
kota bekasi,bekasitimur,35.831,94.339,40.01,19.269,Built-up,0.249,0.113,31.875,2021,10,1,-6.2421,107.0191,POINT (723397.5460750575 9309604.930057365),1619.590600797398
Sukabumi,cireunghas,31.059,68.686,29.86,701.406,Tree Cover,0.763,4.11,36.894,2023,12,1,-6.9368,107.0241,POINT (723639.3374789369 9232760.423507597),33803.18113076813
bekasi,sukatani,77.723,122.86,30.85,9.292,Cropland,0.271,0.08,39.649,2021,2,1,-6.1918,107.1559,POINT (738562.8764925648 9315109.104454987),11890.650799605062
